DepMap_ID,stripped_cell_line_name,CCLE_name,alias,COSMIC_ID,Sanger_ID,disease,disease_sutype,disease_sub_subtype,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity
ACH-000777,KYSE30,KYSE30_OESOPHAGUS,,, ,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-3.8668515930888505,Adherent,RPMI:F12 (1:1) + 20% FBS,11
ACH-000778,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,,907061.0,648,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,HSSRB,2.0,-2.800922926097583,Adherent,MEM + 10% FBS,20.2
ACH-000779,PC9,PC9_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,,,,,,
ACH-000780,NCIH1105,NCIH1105_LUNG,,908468.0,128,lung,lung_small, ,Male,ATCC,,,,,
ACH-000781,NCIH2023,NCIH2023_LUNG,,1240187.0,1266,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,4.0,-5.515431012814998,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,15.2
ACH-000782,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,B-cell_ALL, ,Female,DSMZ,2.0,-2.679206627189332,Suspension,IMDM + 10% FBS,25.4
ACH-000783,CAMA1,CAMA1_BREAST,,946382.0,363,breast,ERpos, ,Female,ATCC,3.0,-2.9132639587805853,Adherent,MEM + 10% FBS,6.5
ACH-000784,KYSE70,KYSE70_OESOPHAGUS,,753576.0,2219,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-5.230658720831646,Adherent,RPMI + 10% FBS,13.6
ACH-000785,NCIH2126,NCIH2126_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,3.0,-3.344193033442642,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,18.7
ACH-000786,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831.0,1783,lymphoma,Burkitt_lymphoma, ,Male,ATCC,,,,,
ACH-000787,LXF289,LXF289_LUNG,,753592.0,1175,lung,lung_NSC,lung_adenocarcinoma,Male,DSMZ,3.0,-5.201800433443374,Adherent,F12 + 10% FBS,17.8
ACH-000788,A2058,A2058_SKIN,,906792.0,652,skin,melanoma, ,Male,ATCC,2.0,-5.20503977817025,Adherent,DMEM + 10% FBS,0
ACH-000789,NCIH810,NCIH810_LUNG,,925341.0,1104,lung,lung_NSC,lung_large,Male,ATCC,,,,,
ACH-000790,SHP77,SHP77_LUNG,,724872.0,1479,lung,lung_small, ,Male,ATCC,2.0,-3.5075142560556536,Semi Adherent,RPMI + 10% FBS,10.6
ACH-000791,RERFLCAD1,RERFLCAD1_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,HSRRB,4.0,-3.2691291186482667,Adherent,RPMI + 10% FBS,12.8
ACH-000792,BFTC909,BFTC909_KIDNEY,,910698.0,1284,kidney, , ,Male,DSMZ,2.0,-4.634674853446484,Adherent,DMEM + 10% FBS,38.8
ACH-000793,KATOIII,KATOIII_STOMACH,,907276.0,406,gastric,gastric_adenocarcinoma, ,Male,ATCC,2.0,-4.602539325144401,Semi-Adherent,IMDM + 20% FBS,31.1
ACH-000794,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,,1240121.0,1575,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ECACC,2.0,-4.112177110731266,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,5.6
ACH-000795,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908146.0,86,leukemia,T-cell_ALL, ,Female,DSMZ,,,,,
ACH-000796,MCAS,MCAS_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_mucinous,Female,HSRRB,2.0,-4.255587834355063,Adherent,MEM + 15% FBS,9.8
ACH-000797,HLFA,HLFA_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000798,CL40,CL40_LARGE_INTESTINE,,1240124.0,555,colorectal, , ,Female,DSMZ,,,,,
ACH-000799,HS695T,HS695T_SKIN,,, ,skin,melanoma, ,Male,ATCC,2.0,-3.0808533337535766,Adherent,MEM + 10% FBS,37.8
ACH-000800,NCIH446,NCIH446_LUNG,,688023.0,1222,lung,lung_small, ,Male,ATCC,2.0,-2.978776311837324,Adherent,RPMI + 10% FBS,17.2
ACH-000801,HS936T,HS936T_SKIN,,, ,skin,melanoma, ,Male,ATCC,2.0,-3.691689714238277,Adherent,DMEM + 10% FBS,15
ACH-000802,BFTC905,BFTC905_URINARY_TRACT,,910926.0,1583,urinary_tract, , ,Female,DSMZ,2.0,-4.9253718400672515,Adherent,DMEM + 10% FBS,38.8
ACH-000803,COLO668,COLO668_LUNG,,910692.0,1072,lung,lung_small, ,Female,ECACC,,,,,
ACH-000804,NB1,NB1_AUTONOMIC_GANGLIA,,949179.0,127,peripheral_nervous_system,neuroblastoma, ,Male,HSRRB,3.0,-2.716984906016937,Adherent,RPMI + 10% FBS,35.6
ACH-000805,COLO679,COLO679_SKIN,,906818.0,2049,skin,melanoma, ,Female,DSMZ,2.0,-3.1355467383268505,Adherent,RPMI + 10% FBS,25.9
ACH-000806,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323.0,651,lymphoma,Hodgkin_lymphoma, ,Female,DSMZ,,,,,
ACH-000807,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,oligodendroglioma,Male,KCLB,2.0,-3.6344265338304655,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,59.3
ACH-000808,HUH28,HUH28_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,intrahepatic,Female,HSSRB,,,,,
ACH-000809,KYSE410,KYSE410_OESOPHAGUS,,753574.0,952,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-4.2731735858688005,Adherent,RPMI + 10% FBS,8.7
ACH-000810,SKMEL30,SKMEL30_SKIN,,909726.0,1789,skin,melanoma, ,Male,DSMZ,1.0,-2.6666817546367017,Adherent,RPMI + 10% FBS,30.3
ACH-000811,SKOV3,SKOV3_OVARY,,905959.0,1166,ovary,ovary_adenocarcinoma,ovary_serous,Female,ATCC,3.0,-4.6203229854975225,Adherent,McCoy's 5A + 10% FBS,20.6
ACH-000812,COLO783,COLO783_SKIN,,1240125.0,857,skin,melanoma, ,Female,DSMZ,,,,,
ACH-000813,T3M10,T3M10_LUNG,,, ,lung,lung_NSC,lung_large,Male,RIKEN,,,,,
ACH-000814,HS939T,HS939T_SKIN,,1298144.0,1261,skin,melanoma, ,Female,ATCC,2.0,-2.4073945462048156,Adherent,DMEM + 10% FBS,38.1
ACH-000815,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976.0,313,lymphoma,Hodgkin_lymphoma, ,Male,DSMZ,,,,,
ACH-000816,NCIH524,NCIH524_LUNG,,908483.0,2147,lung,lung_small, ,Male,ATCC,,,,,
ACH-000817,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964.0,705,multiple_myeloma, , ,Male,ATCC,2.0,-2.80827520520718,Adherent+Suspension,RPMI + 10% FBS,39.3
ACH-000818,BT483,BT483_BREAST,,949093.0,1231,breast,TPBC, ,Female,ATCC,,,,,
ACH-000819,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168.0,1503,central_nervous_system,glioma,glioblastoma,Male,ATCC,2.0,-3.9544761013146528,Adherent,DMEM + 5% FBS,19.5
ACH-000820,SW403,SW403_LARGE_INTESTINE,,, ,colorectal, , ,Female,ATCC,1.0,-1.5698698076646946,Adherent,L15 + 10% FBS,75.2
ACH-000821,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447.0,567,multiple_myeloma, , ,Female,DSMZ,2.0,-3.04106490591931,Semi-adherent,IMDM + 10% FBS,23.9
ACH-000822,SKMEL24,SKMEL24_SKIN,,909725.0,945,skin,melanoma, ,Male,ATCC,2.0,-5.232842027729486,Adherent,MEM + 10% FBS,20.9
ACH-000823,KYSE140,KYSE140_OESOPHAGUS,,753573.0,951,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-4.765261796511827,Adherent,RPMI + 10% FBS,7
ACH-000824,KYSE510,KYSE510_OESOPHAGUS,,907321.0,893,esophagus,esophagus_squamous, ,Female,DSMZ,2.0,-3.4665436063376647,Adherent,RPMI + 10% FBS,6
ACH-000825,HOP92,HOP92_LUNG,,905973.0,888,lung,lung_NSC,lung_adenocarcinoma,Male,Garraway Lab,,,,,
ACH-000826,CAL12T,CAL12T_LUNG,,753540.0,2252,lung,lung_NSC, ,Male,DSMZ,2.0,-2.385574106696549,Adherent,DMEM + 10% FBS,15.8
ACH-000827,WM793,WM793_SKIN,,1299081.0,114,skin,melanoma, ,Male,WISTAR,2.0,-4.516637582951347,Adherent,RPMI + 10% FBS,45
ACH-000828,ZR7530,ZR7530_BREAST,,909907.0,429,breast,TPBC, ,Female,ATCC,,,,,
ACH-000829,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Male,ATCC,2.0,-3.2461130973142183,Suspension,RPMI + 15% FBS,29.8
ACH-000830,NCIH1436,NCIH1436_LUNG,,908469.0,2120,lung,lung_small, ,Male,ATCC,,,,,
ACH-000831,HEC50B,HEC50B_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,HSSRB,2.0,-3.900150847975078,Adherent,MEM + 15% FBS,12.6
ACH-000832,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,,910916.0,1911,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,1.0,-3.4389378363525225,,DMEM + 10% FBS,14.3
ACH-000833,RH30,RH30_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Male,DSMZ,2.0,-3.383835702632342,Adherent,RPMI + 10% FBS,38.5
ACH-000834,UMUC1,UMUC1_URINARY_TRACT,,, ,urinary_tract, , ,Male,ECACC,2.0,-4.5483214472326265,Adherent,MEM + 10% FBS + 2mM Glutamax + NEAA,33.7
ACH-000835,GCT,GCT_SOFT_TISSUE,,906999.0,963,soft_tissue,pleomorphic_sarcoma, ,Male,ATCC,2.0,-5.187511285787831,,McCoy's 5A + 10% FBS,20.2
ACH-000836,YD15,YD15_SALIVARY_GLAND,,, ,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,KCLB,2.0,-3.5121686306697586,Adherent,RPMI + 10% FBS,5.7
ACH-000837,NCIH322,NCIH322_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,EACC,4.0,-4.790553819007272,Adherent,RPMI + 10% FBS + 2% Glutamine,20.5
ACH-000838,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741.0,1204,multiple_myeloma, , ,Female,DSMZ,1.0,-3.4238252643310543,Suspension,RPMI + 10% FBS,37
ACH-000839,SCABER,SCABER_URINARY_TRACT,,, ,urinary_tract, , ,Male,ATCC,2.0,-3.2617271399088423,Adherent,MEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,46
ACH-000840,HCC366,HCC366_LUNG,,1240144.0,638,lung,lung_NSC,lung_mixed,Female,DSMZ,2.0,-2.352411783598937,Adherent,RPMI + 10% FBS,14.5
ACH-000841,NCIH2087,NCIH2087_LUNG,,724834.0,915,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,4.0,-2.517159527570316,Adherent,RPMI + 5% FBS,27.7
ACH-000842,SW480,SW480_LARGE_INTESTINE,,, ,colorectal, , ,Male,ATCC,,,,,
ACH-000843,HARA,HARA_LUNG,,1240142.0,350,lung,lung_NSC,lung_squamous,Male,HSRRB,2.0,-4.104155967884103,Adherent,RPMI + 10% FBS,39.3
ACH-000844,DMS454,DMS454_LUNG,,, ,lung,lung_small, ,Male,ECACC,,,,,
ACH-000845,NCIH1373,NCIH1373_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000846,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863.0,1170,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,2.0,-3.0613004710125167,,MEM + 10% FBS,7.5
ACH-000847,HGC27,HGC27_STOMACH,,907055.0,1102,gastric, , ,Unknown,ECACC,2.0,-2.8757655396726243,Adherent,MEM + 10% FBS + 2mM L-glutamine + NEAA,40.9
ACH-000848,JHH7,JHH7_LIVER,,1240160.0,1038,liver, , ,Male,HSRRB,2.0,-4.157493497683158,Adherent,William's E medium + 10% FBS,20.6
ACH-000849,MDAMB468,MDAMB468_BREAST,,908123.0,415,breast,TNBC, ,Female,ATCC,1.0,-4.481048412002783,Adherent,DMEM + 10% FBS,9.4
ACH-000850,HS698T,HS698T_FIBROBLAST,,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000851,MORCPR,MORCPR_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Unknown,ECACC,3.0,-3.7045612679163815,Adherent,RPMI + 10% FBS,22.6
ACH-000852,NCIH1435,NCIH1435_LUNG,,1298347.0,2119,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000853,NCIH661,NCIH661_LUNG,,687829.0,107,lung,lung_NSC,lung_large,Male,ATCC,2.0,-4.422127964326343,Adherent,RPMI + 10% FBS,15.2
ACH-000854,OCIMY5,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Unknown,,1.0,-2.7259620559673245,Semi-adherent,RPMI + 10% FBS,54.1
ACH-000855,KYSE150,KYSE150_OESOPHAGUS,,907317.0,407,esophagus,esophagus_squamous, ,Female,DSMZ,2.0,-3.3454689182227213,Adherent,RPMI:F12 (1:1) + 10% FBS,13.6
ACH-000856,CAL51,CAL51_BREAST,,910927.0,4,breast,TNBC, ,Female,DSMZ,3.0,-4.3052429239401855,Adherent,DMEM + 20% FBS,43.2
ACH-000857,CAL851,CAL851_BREAST,,910852.0,113,breast,TNBC, ,Female,DSMZ,,,,,
ACH-000858,KNS62,KNS62_LUNG,,753569.0,1369,lung,lung_NSC,lung_squamous,Male,ATCC,2.0,-4.633635644537937,Adherent,AlphaMEM + 10% FBS,20.2
ACH-000859,HCC1954,HCC1954_BREAST,,749709.0,2143,breast,HER2Amp, ,Female,ATCC,2.0,-2.6159537026163378,Adherent,RPMI + 10% FBS,33.2
ACH-000860,NCIH358,NCIH358_LUNG,,908465.0,1691,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000861,HOP62,HOP62_LUNG,,905972.0,1500,lung,lung_NSC,lung_adenocarcinoma,Female,Garraway Lab,3.0,-4.1255505763193785,Adherent,RPMI + 10% FBS,22.6
ACH-000862,KMBC2,KMBC2_URINARY_TRACT,,, ,urinary_tract, , ,Unknown,HSRRB,2.0,-3.8990728990370442,Adherent,DMEM + 10% FBS,29.4
ACH-000863,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835.0,1784,central_nervous_system,glioma,glioblastoma,Female,ATCC,,,,,
ACH-000864,COLO684,COLO684_ENDOMETRIUM,,910691.0,218,uterus,uterus_endometrium, ,Female,ECACC,,,,,
ACH-000865,KYSE450,KYSE450_OESOPHAGUS,,907320.0,60,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-4.878416130726803,Adherent,RPMI:F12 (1:1) + 10% FBS,24.7
ACH-000866,NCIH1048,NCIH1048_LUNG,,687995.0,1875,lung,lung_small, ,Female,ATCC,2.0,-5.19652521871197,Adherent,RPMI + 10% FBS + 5ml Insulin-Transferrin-Selenium,10.7
ACH-000867,CHAGOK1,CHAGOK1_LUNG,,687596.0,1605,lung,lung_NSC, ,Male,ECACC,2.0,-4.989729143732316,Adherent,RPMI + 10% FBS,5.6
ACH-000868,HCC1195,HCC1195_LUNG,,, ,lung,lung_NSC,lung_mixed,Male,KCLB,,,,,
ACH-000869,NCIH1568,NCIH1568_LUNG,,1298348.0,711,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,2.0,-4.271877716676217,Adherent,RPMI + 10% FBS,5.4
ACH-000870,NCIH1930,NCIH1930_LUNG,,, ,lung,lung_small, ,Male,ATCC,,,,,
ACH-000871,NCIH510,NCIH510_LUNG,,753605.0,919,lung,lung_small, ,Male,ATCC,,,,,
ACH-000872,HCC515,HCC515_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Female,,3.0,-3.3476348722238347,Adherent,RPMI + 10% FBS,27.3
ACH-000873,KYSE270,KYSE270_OESOPHAGUS,,907319.0,1518,esophagus,esophagus_squamous, ,Male,DSMZ,2.0,-2.6761251036011813,Adherent,RPMI:F12 (1:1) + 10% FBS,15
ACH-000874,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703.0,862,leukemia,B-cell_ALL, ,Female,ATCC,,,,,
ACH-000875,NCIH2347,NCIH2347_LUNG,,687820.0,337,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000876,MDAMB415,MDAMB415_BREAST,,924240.0,344,breast,ERpos, ,Female,ATCC,3.0,-3.71756299286568,Adherent,L15 + 15% FBS + 2mM Glutamine + 10ug/ml Insulin + 10ug/ml Glutathione,8
ACH-000877,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,Burkitt_lymphoma, ,Female,ATCC,,,,,
ACH-000878,HCC15,HCC15_LUNG,,1240143.0,1368,lung,lung_NSC,lung_squamous,Male,DSMZ,2.0,-1.487793620526751,Adherent,RPMI + 10% FBS,11.9
ACH-000879,MFE296,MFE296_ENDOMETRIUM,,908130.0,920,uterus,uterus_endometrium, ,Female,DSMZ,,,,,
ACH-000880,AGS,AGS_STOMACH,,906790.0,1011,gastric,gastric_adenocarcinoma, ,Female,ATCC,2.0,-3.48024289130431,Adherent,F12K + 10% FBS,16.3
ACH-000881,MELJUSO,MELJUSO_SKIN,,908125.0,626,skin,melanoma, ,Female,DSMZ,2.0,-3.9059287531111533,Adherent,RPMI + 10% FBS,19.8
ACH-000882,IGR1,IGR1_SKIN,,907169.0,1534,skin,melanoma, ,Male,DSMZ,2.0,-4.942503164605132,Adherent,DMEM + 10% FBS,8.6
ACH-000883,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750.0,1453,central_nervous_system,glioma,astrocytoma,Male,ATCC,,,,,
ACH-000884,MDAMB435S,MDAMB435S_SKIN,,, ,skin,melanoma, ,Female,ATCC,2.0,-4.118251227245694,Adherent,RPMI + 10% FBS,22.8
ACH-000885,TOV21G,TOV21G_OVARY,,1240222.0,700,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,ATCC,3.0,-3.960604578199826,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS,37.7
ACH-000886,NCIH2009,NCIH2009_LUNG,,724873.0,79,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000887,SF172,SF172_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Female,,2.0,-5.541369247290993,Adherent,DMEM + 10% FBS,15
ACH-000888,NCIH1793,NCIH1793_LUNG,,908463.0,934,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,2.0,-4.394618789654205,,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,16.6
ACH-000889,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Male,HSSRB,2.0,-3.813682169917053,Mixed Adherent and Suspension,RPMI + 10% FBS,6.3
ACH-000890,SW1271,SW1271_LUNG,,1299062.0,2037,lung,lung_small, ,Male,ATCC,2.0,-2.9999143996707787,Adherent,RPMI + 10% FBS,25
ACH-000891,HCC1438,HCC1438_LUNG,,, ,lung,lung_NSC,lung_large,Male,KCLB,,,,,
ACH-000892,NCIH1563,NCIH1563_LUNG,,753600.0,1402,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000893,NCIH1651,NCIH1651_LUNG,,910900.0,1828,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000894,NCIH1869,NCIH1869_LUNG,,1240183.0,90,lung,lung_NSC,lung_squamous,Male,ATCC,,,,,
ACH-000895,CL34,CL34_LARGE_INTESTINE,,1290771.0,1005,colorectal,colorectal_MSI, ,Female,DSMZ,,,,,
ACH-000896,647V,647V_URINARY_TRACT,,906797.0,2061,urinary_tract, , ,Male,DSMZ,2.0,-4.635396468042046,Adherent,DMEM + 15% FBS + 2mM Glutamax,14.2
ACH-000897,FTC238,FTC238_THYROID,,, ,thyroid, , ,Male,ECACC,,,,,
ACH-000898,SNU719,SNU719_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Male,KCLB,2.0,-3.4975134823924527,semi-Adherent,RPMI + 10% FBS + 2mM L-glutamine,20
ACH-000899,WM88,WM88_SKIN,,, ,skin,melanoma, ,Male,Academic Lab,1.0,-2.757032445063311,,RPMI + 10% FBS,52.1
ACH-000900,NCIH23,NCIH23_LUNG,,905942.0,2108,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,4.0,-3.5135685709030766,Adherent,RPMI + 10% FBS,18.2
ACH-000901,HCC1359,HCC1359_LUNG,,, ,lung,lung_NSC,lung_large,Female,KCLB,3.0,-4.843047362224046,,RPMI + 10% FBS,19.3
ACH-000902,CAL148,CAL148_BREAST,,924106.0,1610,breast,TNBC, ,Female,DSMZ,,,,,
ACH-000903,FTC133,FTC133_THYROID,,906864.0,1007,thyroid, , ,Male,ECACC,2.0,-4.191932430750955,,DMEM:F12 (1:1) + 10% FBS + 2mM Glutamine,24.9
ACH-000904,NCIH2106,NCIH2106_LUNG,,, ,lung,lung_NSC,lung_large,Male,ATCC,,,,,
ACH-000905,5637,5637_URINARY_TRACT,,687452.0,1157,urinary_tract, , ,Male,ATCC,2.0,-4.069729860461152,Light Adherent or Suspension ,RPMI + 10% FBS,4.9
ACH-000906,ES2,ES2_OVARY,,1240128.0,869,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,ATCC,3.0,-6.006201535706457,Adherent,RPMI + 10% FBS,5.9
ACH-000907,SNU349,SNU349_KIDNEY,,, ,kidney, , ,Male,KCLB,2.0,-3.1149156706776626,Adherent,RPMI + 10% FBS,26.8
ACH-000908,SNU520,SNU520_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Female,KCLB,,,,,
ACH-000909,JHUEM2,JHUEM2_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,RIKEN,,,,,
ACH-000910,MDAMB453,MDAMB453_BREAST,,908122.0,101,breast,TNBC, ,Female,ATCC,3.0,-3.879182164270653,Adherent,RPMI + 10% FBS,18
ACH-000911,NUGC3,NUGC3_STOMACH,,908455.0,1251,gastric,gastric_adenocarcinoma, ,Male,JHSF,2.0,-4.702688237137789,Adherent,RPMI + 10% FBS,16.2
ACH-000912,NCIH2286,NCIH2286_LUNG,,, ,lung,lung_small, ,Female,ATCC,2.0,-4.878506026492019,Adherent,DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium,24.4
ACH-000913,ESS1,ESS1_ENDOMETRIUM,,907000.0,293,uterus,uterus_endometrium, ,Female,DSMZ,2.0,-4.332275901159507,Adherent,RPMI + 20% FBS,41.4
ACH-000914,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063.0,745,lymphoma,B-cell_lymphoma_other, ,Male,ATCC,2.0,-4.305993400165861,,RPMI + 10% FBS,37.6
ACH-000915,IPC298,IPC298_SKIN,,907171.0,77,skin,melanoma, ,Female,DSMZ,1.0,-5.823083567744532,Adherent,RPMI + 10% FBS,5.7
ACH-000916,NCIH1573,NCIH1573_LUNG,,908472.0,372,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,2.0,-1.3629656665096497,Adherent,RPMI + 5% FBS,48
ACH-000917,TE4,TE4_OESOPHAGUS,,1503371.0,382,esophagus,esophagus_squamous, ,Female,RIKEN,2.0,-3.832328149969443,Adherent,RPMI + 10% FBS,36.2
ACH-000918,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147.0,1321,leukemia,T-cell_ALL, ,Female,DSMZ,,,,,
ACH-000919,IM95,IM95_STOMACH,,1240155.0,405,gastric,gastric_adenocarcinoma, ,Male,HSRRB,,,,,
ACH-000920,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951.0,160,leukemia,CML, ,Female,DSMZ,,,,,
ACH-000921,NCIH1339,NCIH1339_LUNG,,, ,lung,lung_small, ,Female,ATCC,2.0,-4.73416046012192,Adherent,RPMI + 20% FBS,7.2
ACH-000922,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994.0,1160,leukemia,B-cell_ALL, ,Female,DSMZ,,,,,
ACH-000923,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,B-cell_lymphoma_other, ,Male,ATCC,,,,,
ACH-000924,NCIH2172,NCIH2172_LUNG,,1298353.0,1692,lung,lung_NSC, ,Female,ATCC,2.0,-4.934072224186946,Adherent,RPMI + 10% FBS,13
ACH-000925,DV90,DV90_LUNG,,, ,lung,lung_NSC, ,Male,DSMZ,,,,,
ACH-000926,HT55,HT55_LARGE_INTESTINE,,907287.0,1688,colorectal, , ,Unknown,ECACC,3.0,-2.824135229586401,Adherent,MEM + 20% FBS + Glutamine + NEAA,30.6
ACH-000927,BT474,BT474_BREAST,,946359.0,412,breast,TPBC, ,Female,ATCC,,,,,
ACH-000928,JHUEM1,JHUEM1_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,RIKEN,2.0,-2.4908234797205666,Adherent,DMEM:F12 (1:1) + 15% FBS,42.5
ACH-000929,NCIH2110,NCIH2110_LUNG,,1298351.0,1948,lung,lung_NSC, ,Unknown,ATCC,2.0,-2.5034073827871097,Adherent,RPMI + 10% FBS,32.2
ACH-000930,HCC1569,HCC1569_BREAST,,907046.0,2127,breast,TNBC, ,Female,ATCC,,,,,
ACH-000931,HMCB,HMCB_SKIN,CHL-1,, ,skin,melanoma, ,Female,ATCC,,,,,
ACH-000932,SNU1,SNU1_STOMACH,,908444.0,564,gastric, , ,Male,ATCC,2.0,-4.373548085510554,Suspension,RPMI + 10% FBS,14.6
ACH-000933,SNU324,SNU324_PANCREAS,,, ,pancreas, , ,Male,KCLB,,,,,
ACH-000934,MDAMB361,MDAMB361_BREAST,,908121.0,880,breast,HER2Amp, ,Female,ATCC,,,,,
ACH-000935,MDST8,MDST8_LARGE_INTESTINE,,1240173.0,928,colorectal, , ,Unknown,ECACC,3.0,-2.959877151264243,Adherent,DMEM + 10% FBS + 2mM Glutamine,27.8
ACH-000936,EFO27,EFO27_OVARY,,906852.0,1497,ovary,ovary_adenocarcinoma,ovary_endometrioid,Female,DSMZ,2.0,-3.852748564550585,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,28.2
